DiseaseID,DiseaseName,DiseaseDescription,SlimMapping,PathwayNames
MESH:D007972,"Leukoplakia, Oral","A white patch seen on the oral mucosa. It is considered a premalignant condition and is often tobacco-induced. When evidence of Epstein-Barr virus is present, the condition is called hairy leukoplakia (LEUKOPLAKIA, HAIRY).","['Cancer', 'Mouth disease', 'Pathology (anatomical condition)']",VEGF signaling pathway
MESH:D018921,Leukostasis,Abnormal intravascular leukocyte aggregation and clumping often seen in leukemia patients. The brain and lungs are the two most commonly affected organs. This acute syndrome requires aggressive cytoreductive modalities including chemotherapy and/or leukophoresis. It is differentiated from LEUKEMIC INFILTRATION which is a neoplastic process where leukemic cells invade organs.,['Blood disease'],ZBP1(DAI) mediated induction of type I IFNs
MESH:D020961,Lewy Body Disease,"A neurodegenerative disease characterized by dementia, mild parkinsonism, and fluctuations in attention and alertness. The neuropsychiatric manifestations tend to precede the onset of bradykinesia, MUSCLE RIGIDITY, and other extrapyramidal signs. DELUSIONS and visual HALLUCINATIONS are relatively frequent in this condition. Histologic examination reveals LEWY BODIES in the CEREBRAL CORTEX and BRAIN STEM. SENILE PLAQUES and other pathologic features characteristic of ALZHEIMER DISEASE may also be present. (From Neurology 1997;48:376-380; Neurology 1996;47:1113-1124)","['Mental disorder', 'Nervous system disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D007984,Leydig Cell Tumor,"Gonadal interstitial or stromal cell neoplasm composed of only LEYDIG CELLS. These tumors may produce one or more of the steroid hormones such as ANDROGENS; ESTROGENS; and CORTICOSTEROIDS. Clinical symptoms include testicular swelling, GYNECOMASTIA, sexual precocity in children, or virilization (VIRILISM) in females.","['Cancer', 'Endocrine system disease', 'Urogenital disease (male)']",Transport to the Golgi and subsequent modification
MESH:D017512,Lichenoid Eruptions,"Conditions in which there is histological damage to the lower epidermis along with a grouped chronic inflammatory infiltrate in the papillary dermis disturbing the interface between the epidermis and dermis. LICHEN PLANUS is the prototype of all lichenoid eruptions. (From Rook et al., Textbook of Dermatology, 4th ed, p398)",['Skin disease'],Unfolded Protein Response (UPR)
MESH:D056929,Liddle Syndrome,"Familial pseudoaldosteronism characterized by autosomal dominant inheritance of hypertension with HYPOKALEMIA; ALKALOSIS; RENIN and ALDOSTERONE level decreases. It is caused by mutations in EPITHELIAL SODIUM CHANNELS beta and gamma subunits. Different mutations in the same EPITHELIAL SODIUM CHANNELS subunits can cause PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT.","['Genetic disease (inborn)', 'Urogenital disease (female)', 'Urogenital disease (male)']",Transmembrane transport of small molecules
MESH:D017880,"Limb Deformities, Congenital",Congenital structural deformities of the upper and lower extremities collectively or unspecified.,"['Congenital abnormality', 'Musculoskeletal disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D052439,Lipid Metabolism Disorders,Pathological conditions resulting from abnormal anabolism or catabolism of lipids in the body.,['Metabolic disease'],Vitamin digestion and absorption
MESH:D008064,Lipidoses,"Conditions characterized by abnormal lipid deposition due to disturbance in lipid metabolism, such as hereditary diseases involving lysosomal enzymes required for lipid breakdown. They are classified either by the enzyme defect or by the type of lipid involved.","['Genetic disease (inborn)', 'Metabolic disease']",XBP1(S) activates chaperone genes
MESH:D008060,Lipodystrophy,"A collection of heterogenous conditions resulting from defective LIPID METABOLISM and characterized by ADIPOSE TISSUE atrophy. Often there is redistribution of body fat resulting in peripheral fat wasting and central adiposity. They include generalized, localized, congenital, and acquired lipodystrophy.","['Metabolic disease', 'Skin disease']",Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template
MESH:D052496,"Lipodystrophy, Familial Partial","Inherited conditions characterized by the partial loss of ADIPOSE TISSUE, either confined to the extremities with normal or increased fat deposits on the face, neck and trunk (type 1), or confined to the loss of SUBCUTANEOUS FAT from the limbs and trunk (type 2). Type 3 is associated with mutation in the gene encoding PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA.","['Genetic disease (inborn)', 'Metabolic disease', 'Skin disease']",XBP1(S) activates chaperone genes
MESH:D008067,Lipoma,"A benign tumor composed of fat cells (ADIPOCYTES). It can be surrounded by a thin layer of connective tissue (encapsulated), or diffuse without the capsule.",['Cancer'],UCH proteinases
MESH:D008068,Lipomatosis,A disorder characterized by the accumulation of encapsulated or unencapsulated tumor-like fatty tissue resembling LIPOMA.,"['Metabolic disease', 'Skin disease']",Ub-specific processing proteases
MESH:D008080,Liposarcoma,"A malignant tumor derived from primitive or embryonal lipoblastic cells. It may be composed of well-differentiated fat cells or may be dedifferentiated: myxoid (LIPOSARCOMA, MYXOID), round-celled, or pleomorphic, usually in association with a rich network of capillaries. Recurrences are common and dedifferentiated liposarcomas metastasize to the lungs or serosal surfaces. (From Dorland, 27th ed; Stedman, 25th ed)",['Cancer'],Vitamin B5 (pantothenate) metabolism
MESH:D020347,Lithiasis,"A condition characterized by the formation of CALCULI and concretions in the hollow organs or ducts of the body. They occur most often in the gallbladder, kidney, and lower urinary tract.",['Pathology (process)'],Prolactin signaling pathway
MESH:D008103,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.","['Digestive system disease', 'Pathology (process)']",YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D008104,"Liver Cirrhosis, Alcoholic",FIBROSIS of the hepatic parenchyma due to chronic excess ALCOHOL DRINKING.,"['Digestive system disease', 'Pathology (process)', 'Substance-related disorder']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D008105,"Liver Cirrhosis, Biliary","FIBROSIS of the hepatic parenchyma due to obstruction of BILE flow (CHOLESTASIS) in the intrahepatic or extrahepatic bile ducts (BILE DUCTS, INTRAHEPATIC; BILE DUCTS, EXTRAHEPATIC). Primary biliary cholangitis involves the destruction of small intra-hepatic bile ducts and decreased bile secretion. Secondary biliary cholangitis is produced by prolonged obstruction of large intrahepatic or extrahepatic bile ducts from a variety of causes.","['Digestive system disease', 'Pathology (process)']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D008106,"Liver Cirrhosis, Experimental",Experimentally induced chronic injuries to the parenchymal cells in the liver to achieve a model for LIVER CIRRHOSIS.,"['Digestive system disease', 'Pathology (process)']",Zinc transporters
MESH:D008107,Liver Diseases,Pathological processes of the LIVER.,['Digestive system disease'],ZBP1(DAI) mediated induction of type I IFNs
MESH:D008108,"Liver Diseases, Alcoholic","Liver diseases associated with ALCOHOLISM. It usually refers to the coexistence of two or more subentities, i.e., ALCOHOLIC FATTY LIVER; ALCOHOLIC HEPATITIS; and ALCOHOLIC CIRRHOSIS.","['Digestive system disease', 'Substance-related disorder']",Wnt signaling pathway
MESH:D017093,Liver Failure,"Severe inability of the LIVER to perform its normal metabolic functions, as evidenced by severe JAUNDICE and abnormal serum levels of AMMONIA; BILIRUBIN; ALKALINE PHOSPHATASE; ASPARTATE AMINOTRANSFERASE; LACTATE DEHYDROGENASES; and albumin/globulin ratio. (Blakiston's Gould Medical Dictionary, 4th ed)",['Digestive system disease'],VEGF signaling pathway
MESH:D017114,"Liver Failure, Acute","A form of rapid-onset LIVER FAILURE, also known as fulminant hepatic failure, caused by severe liver injury or massive loss of HEPATOCYTES. It is characterized by sudden development of liver dysfunction and JAUNDICE. Acute liver failure may progress to exhibit cerebral dysfunction even HEPATIC COMA depending on the etiology that includes hepatic ISCHEMIA, drug toxicity, malignant infiltration, and viral hepatitis such as post-transfusion HEPATITIS B and HEPATITIS C.",['Digestive system disease'],Wnt signaling pathway
MESH:D008113,Liver Neoplasms,Tumors or cancer of the LIVER.,"['Cancer', 'Digestive system disease']",YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D008114,"Liver Neoplasms, Experimental",Experimentally induced tumors of the LIVER.,"['Cancer', 'Digestive system disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D008133,Long QT Syndrome,A condition that is characterized by episodes of fainting (SYNCOPE) and varying degree of ventricular arrhythmia as indicated by the prolonged QT interval. The inherited forms are caused by mutation of genes encoding cardiac ion channel proteins. The two major forms are ROMANO-WARD SYNDROME and JERVELL-LANGE NIELSEN SYNDROME.,"['Cardiovascular disease', 'Congenital abnormality', 'Pathology (process)']",Xenobiotics
MESH:D017116,Low Back Pain,"Acute or chronic pain in the lumbar or sacral regions, which may be associated with musculo-ligamentous SPRAINS AND STRAINS; INTERVERTEBRAL DISK DISPLACEMENT; and other conditions.",['Signs and symptoms'],Vesicle-mediated transport
MESH:D057066,Low Tension Glaucoma,A form of glaucoma in which chronic optic nerve damage and loss of vision normally attributable to buildup of intraocular pressure occurs despite prevailing conditions of normal intraocular pressure.,['Eye disease'],Transport of inorganic cations/anions and amino acids/oligopeptides
MESH:D008171,Lung Diseases,Pathological processes involving any part of the LUNG.,['Respiratory tract disease'],YAP1- and WWTR1 (TAZ)-stimulated gene expression
MESH:D017563,"Lung Diseases, Interstitial","A diverse group of lung diseases that affect the lung parenchyma. They are characterized by an initial inflammation of PULMONARY ALVEOLI that extends to the interstitium and beyond leading to diffuse PULMONARY FIBROSIS. Interstitial lung diseases are classified by their etiology (known or unknown causes), and radiological-pathological features.",['Respiratory tract disease'],Vesicle-mediated transport
MESH:D008173,"Lung Diseases, Obstructive","Any disorder marked by obstruction of conducting airways of the lung. AIRWAY OBSTRUCTION may be acute, chronic, intermittent, or persistent.",['Respiratory tract disease'],Transmembrane transport of small molecules
MESH:D055370,Lung Injury,"Damage to any compartment of the lung caused by physical, chemical, or biological agents which characteristically elicit inflammatory reaction. These inflammatory reactions can either be acute and dominated by NEUTROPHILS, or chronic and dominated by LYMPHOCYTES and MACROPHAGES.","['Respiratory tract disease', 'Wounds and injuries']",Xenobiotics
MESH:D008175,Lung Neoplasms,Tumors or cancer of the LUNG.,"['Cancer', 'Respiratory tract disease']",ZBP1(DAI) mediated induction of type I IFNs
MESH:D008179,"Lupus Erythematosus, Discoid","A chronic form of cutaneous lupus erythematosus (LUPUS ERYTHEMATOSUS, CUTANEOUS) in which the skin lesions mimic those of the systemic form but in which systemic signs are rare. It is characterized by the presence of discoid skin plaques showing varying degrees of edema, erythema, scaliness, follicular plugging, and skin atrophy. Lesions are surrounded by an elevated erythematous border. The condition typically involves the face and scalp, but widespread dissemination may occur.","['Connective tissue disease', 'Skin disease']",Resolution of Abasic Sites (AP sites)
MESH:D008180,"Lupus Erythematosus, Systemic","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.","['Connective tissue disease', 'Immune system disease']",Wnt signaling pathway
